id,datasetKey,species,x,y,accuracy,year,institution,source
4093486030,410461b6-368c-4970-8cb5-c043c28c08dd,Pseudacris crucifer,-89.558889,35.445556,20,2005,APSU,gbif
4093485961,410461b6-368c-4970-8cb5-c043c28c08dd,Pseudacris crucifer,-88.512222,35.8575,137,2006,APSU,gbif
4093485941,410461b6-368c-4970-8cb5-c043c28c08dd,Pseudacris crucifer,-87.198333,35.699722,878,2006,APSU,gbif
4093485894,410461b6-368c-4970-8cb5-c043c28c08dd,Pseudacris crucifer,-86.139722,37.205,132,1995,APSU,gbif
4093485881,410461b6-368c-4970-8cb5-c043c28c08dd,Pseudacris crucifer,-89.738056,35.709722,2345,2006,APSU,gbif
4093485805,410461b6-368c-4970-8cb5-c043c28c08dd,Pseudacris crucifer,-87.476111,36.448333,494,1998,APSU,gbif
4093485715,410461b6-368c-4970-8cb5-c043c28c08dd,Pseudacris crucifer,-84.989167,35.399722,132,2005,APSU,gbif
4093485556,410461b6-368c-4970-8cb5-c043c28c08dd,Pseudacris crucifer,-86.699104,36.197024,20,2023,APSU,gbif
4093483862,410461b6-368c-4970-8cb5-c043c28c08dd,Pseudacris crucifer,-88.6025,35.36,435,2005,APSU,gbif
4093483824,410461b6-368c-4970-8cb5-c043c28c08dd,Pseudacris crucifer,-87.475,35.429167,20,2006,APSU,gbif
4093483407,410461b6-368c-4970-8cb5-c043c28c08dd,Pseudacris crucifer,-87.709167,36.704167,3450,1992,APSU,gbif
4093483325,410461b6-368c-4970-8cb5-c043c28c08dd,Pseudacris crucifer,-83.828889,36.219444,66,2010,APSU,gbif
4076474400,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-76.9334,34.9269,201,1993,NCSM,gbif
4076474387,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-76.8875,34.9272,201,1993,NCSM,gbif
4076474232,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-76.8885,34.9263,201,1993,NCSM,gbif
4076474198,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-76.8646,35.3242,201,1993,NCSM,gbif
4076474096,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-79.1348,34.767,402,1988,NCSM,gbif
4076473655,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-76.8884,34.9252,201,1993,NCSM,gbif
4076473617,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-76.8546,34.8858,201,1993,NCSM,gbif
4076473317,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-78.0152,33.9868,201,1991,NCSM,gbif
4076473276,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-77.6526,36.19,201,1988,NCSM,gbif
4076473247,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-76.8693,34.9221,402,1993,NCSM,gbif
4076473100,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-76.8676,34.9203,201,1993,NCSM,gbif
4076472627,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-76.8624,34.923,201,1993,NCSM,gbif
4076472508,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-76.8878,34.9191,201,1993,NCSM,gbif
4076472364,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-76.8815,34.9318,805,1993,NCSM,gbif
4067915368,c113d947-5dcf-4a52-aaa2-735dba1089b7,Pseudacris crucifer,-89.567781,45.492353,20,2022,NEON,gbif
4066644875,fb639e31-52eb-4998-afb1-984ee12aca0f,Pseudacris crucifer,-90.953921,30.684641,11,2023,MSB,gbif
4066644871,fb639e31-52eb-4998-afb1-984ee12aca0f,Pseudacris crucifer,-90.953927,30.684601,19,2023,MSB,gbif
4066644864,fb639e31-52eb-4998-afb1-984ee12aca0f,Pseudacris crucifer,-86.851472,30.888804,3,2023,MSB,gbif
4066644695,fb639e31-52eb-4998-afb1-984ee12aca0f,Pseudacris crucifer,-83.142668,30.00077,4,2023,MSB,gbif
4066644638,fb639e31-52eb-4998-afb1-984ee12aca0f,Pseudacris crucifer,-83.071152,29.999003,6,2023,MSB,gbif
4066644469,fb639e31-52eb-4998-afb1-984ee12aca0f,Pseudacris crucifer,-86.786647,30.891021,4,2023,MSB,gbif
4066644386,fb639e31-52eb-4998-afb1-984ee12aca0f,Pseudacris crucifer,-86.78667,30.891127,3,2023,MSB,gbif
4066644327,fb639e31-52eb-4998-afb1-984ee12aca0f,Pseudacris crucifer,-90.953851,30.684706,4,2023,MSB,gbif
4026520376,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-80.8492,36.4206,201,1993,NCSM,gbif
4026516283,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-79.0938,34.8074,201,1987,NCSM,gbif
4026516200,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-79.1987,34.8632,201,1987,NCSM,gbif
4026516164,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-79.091,34.8075,201,1987,NCSM,gbif
4026515661,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-79.1861,35.0107,201,1987,NCSM,gbif
4026515387,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-76.8635,35.3326,201,1990,NCSM,gbif
4026511152,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-79.1809,34.8874,201,1989,NCSM,gbif
4026510678,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-76.4449,35.5742,402,1990,NCSM,gbif
3991144557,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-79.1633,34.8504,201,1985,NCSM,gbif
3991144511,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-79.0645,35.1915,805,1985,NCSM,gbif
3991144434,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-78.8953,35.3303,402,1985,NCSM,gbif
3991144390,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-80.0028,35.4207,201,1987,NCSM,gbif
3991144087,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-79.1027,34.8847,402,1985,NCSM,gbif
3991143837,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-79.4038,34.8376,402,1987,NCSM,gbif
3991143531,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-79.2881,33.4734,201,1983,NCSM,gbif
3991143032,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-79.2791,35.2346,402,1984,NCSM,gbif
3991143030,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-79.8645,35.6149,201,1986,NCSM,gbif
3991142755,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-79.3995,34.8433,402,1986,NCSM,gbif
3991142433,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-78.9248,34.7949,201,1985,NCSM,gbif
3916253355,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.624341,41.273629,1851,2021,YPM,gbif
3916253352,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.636919,41.2817,1851,2021,YPM,gbif
3916253295,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.6328,41.3655,1851,2021,YPM,gbif
3916253293,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.637733,41.362448,1851,2021,YPM,gbif
3916253270,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.58544,41.29802,1851,2021,YPM,gbif
3916253178,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.595272,41.273919,1851,2021,YPM,gbif
3916252472,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.628691,41.281945,1851,2021,YPM,gbif
3916252397,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.634943,41.361253,1851,2021,YPM,gbif
3916251992,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.599069,41.310025,1851,2021,YPM,gbif
3916251686,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.639889,41.333294,1851,2021,YPM,gbif
3916251352,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.739903,41.3536,1851,2021,YPM,gbif
3914992354,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-77.9206,36.1119,201,1991,NCSM,gbif
3914990561,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-78.4247,35.6768,201,1981,NCSM,gbif
3914990399,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-79.9704,35.32,201,1992,NCSM,gbif
3914990206,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-77.5641,34.665,201,1992,NCSM,gbif
3914988630,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-80.0806,35.4207,201,1992,NCSM,gbif
3914988507,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-77.2375,34.9344,201,1992,NCSM,gbif
3914987630,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-79.7834,36.2447,201,1992,NCSM,gbif
3908285645,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.636919,41.2817,1851,2017,YPM,gbif
3908285637,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.636919,41.2817,1851,2016,YPM,gbif
3908285607,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.99625,41.31699,1851,2020,YPM,gbif
3908285597,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.637733,41.362448,1851,2019,YPM,gbif
3908285392,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.624341,41.273629,1851,2016,YPM,gbif
3908285375,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.58544,41.29802,1851,2016,YPM,gbif
3908285288,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.637733,41.362448,1851,2016,YPM,gbif
3908285043,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.612738,41.307504,1851,2018,YPM,gbif
3908284199,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.624969,41.274333,1851,2016,YPM,gbif
3908283607,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.60018,41.31405,1851,2018,YPM,gbif
3758501563,fb639e31-52eb-4998-afb1-984ee12aca0f,Pseudacris crucifer,-93.21592,30.65398,6,2022,MSB,gbif
3758499980,fb639e31-52eb-4998-afb1-984ee12aca0f,Pseudacris crucifer,-93.215873,30.654843,7,2022,MSB,gbif
3758499695,fb639e31-52eb-4998-afb1-984ee12aca0f,Pseudacris crucifer,-93.215938,30.666823,3,2022,MSB,gbif
3758497942,fb639e31-52eb-4998-afb1-984ee12aca0f,Pseudacris crucifer,-93.215919,30.671178,3,2022,MSB,gbif
3758497921,fb639e31-52eb-4998-afb1-984ee12aca0f,Pseudacris crucifer,-93.215932,30.669498,5,2022,MSB,gbif
3758497760,fb639e31-52eb-4998-afb1-984ee12aca0f,Pseudacris crucifer,-93.22374,30.649976,7,2022,MSB,gbif
3758496537,fb639e31-52eb-4998-afb1-984ee12aca0f,Pseudacris crucifer,-93.215914,30.668973,4,2022,MSB,gbif
3758496482,fb639e31-52eb-4998-afb1-984ee12aca0f,Pseudacris crucifer,-93.118608,30.276074,4,2022,MSB,gbif
3752330816,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.15135,41.96336,1851,2019,YPM,gbif
3752330746,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.11978,41.94927,1851,2019,YPM,gbif
3752330739,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.129448,41.942438,1851,2019,YPM,gbif
3752330706,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.15059,41.96685,1851,2019,YPM,gbif
3752330696,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.128372,41.945498,1851,2019,YPM,gbif
3748451320,c113d947-5dcf-4a52-aaa2-735dba1089b7,Pseudacris crucifer,-72.198784,42.434008,2,2020,NEON,gbif
3748451308,c113d947-5dcf-4a52-aaa2-735dba1089b7,Pseudacris crucifer,-72.229494,42.427085,2,2020,NEON,gbif
3712193423,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-78.8172,35.3586,201,1984,NCSM,gbif
3712193019,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-79.0969,34.8818,201,2022,NCSM,gbif
3712192988,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-81.519,36.5103,402,1984,NCSM,gbif
3712192208,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-76.5505,36.2456,201,1984,NCSM,gbif
3416960105,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-83.6196,35.126,201,1993,NCSM,gbif
3416959373,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-79.3638,35.0439,402,1981,NCSM,gbif
3416959091,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-78.4719,34.851,201,1982,NCSM,gbif
3416958809,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-79.2058,34.8919,201,1981,NCSM,gbif
3416957683,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-75.8029,35.8237,402,1982,NCSM,gbif
3416956940,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-79.7833,36.2498,402,1982,NCSM,gbif
3416956905,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-79.2572,34.9265,402,1981,NCSM,gbif
3416956485,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-75.888,35.863,1609,1982,NCSM,gbif
3416956388,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-80.1533,36.2246,402,1996,NCSM,gbif
3416955472,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-79.3583,34.9754,201,1981,NCSM,gbif
3416954378,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-79.2082,34.658,201,1982,NCSM,gbif
3416953974,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-79.363,35.0441,201,1982,NCSM,gbif
3416953648,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-79.3987,34.8494,402,1983,NCSM,gbif
3416953265,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-78.2672,34.6917,201,1982,NCSM,gbif
3416952544,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-75.804,35.825,402,1982,NCSM,gbif
3413368979,fb639e31-52eb-4998-afb1-984ee12aca0f,Pseudacris crucifer,-81.15047,39.44597,10,2020,MSB,gbif
3413368046,fb639e31-52eb-4998-afb1-984ee12aca0f,Pseudacris crucifer,-82.29051,29.50147,10,2019,MSB,gbif
3413367728,fb639e31-52eb-4998-afb1-984ee12aca0f,Pseudacris crucifer,-83.24255,39.89138,10,2020,MSB,gbif
3413359080,fb639e31-52eb-4998-afb1-984ee12aca0f,Pseudacris crucifer,-83.3149,39.88385,10,2020,MSB,gbif
3391495304,832b8188-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-89.740523,33.491791,10,2020,UF,gbif
3391488305,832b8188-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-89.756387,31.321655,10,2020,UF,gbif
3391483303,832b8188-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-90.193239,32.464032,10,2020,UF,gbif
3333611672,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.626469,41.312442,1851,2019,YPM,gbif
3333611669,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.626469,41.312442,1851,2020,YPM,gbif
3333611652,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.624836,41.274453,1851,2020,YPM,gbif
3333611651,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.634017,41.32697,1851,2019,YPM,gbif
3333611585,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.636919,41.2817,1851,2019,YPM,gbif
3333611536,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.628691,41.281945,1851,2020,YPM,gbif
3333611531,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.58544,41.29802,1851,2019,YPM,gbif
3333611475,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.62413,41.2737,1851,2020,YPM,gbif
3333611450,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.624836,41.274453,1851,2019,YPM,gbif
3333611208,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.739903,41.3536,1851,2020,YPM,gbif
3333611192,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.599069,41.310025,1851,2019,YPM,gbif
3333611157,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.640004,41.333422,1851,2020,YPM,gbif
3333611101,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.612738,41.307504,1851,2019,YPM,gbif
3333611087,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.62413,41.2737,1851,2019,YPM,gbif
3333610985,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.6328,41.3655,1851,2019,YPM,gbif
3333610914,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.595272,41.273919,1851,2020,YPM,gbif
3333610862,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.634943,41.361253,1851,2019,YPM,gbif
3333610802,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.636919,41.2817,1851,2020,YPM,gbif
3333610739,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.613194,41.340847,1851,2019,YPM,gbif
3333610529,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.595272,41.273919,1851,2019,YPM,gbif
3333610392,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.65926,41.32256,1851,2019,YPM,gbif
3333610040,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.62556,41.38055,1851,2019,YPM,gbif
3333609729,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.661431,41.327117,1851,2020,YPM,gbif
3333608681,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.640004,41.333422,1851,2019,YPM,gbif
3333608474,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.637733,41.362448,1851,2020,YPM,gbif
3328253334,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.122494,41.953339,1851,2005,YPM,gbif
3328253304,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.137059,41.941681,1851,2005,YPM,gbif
3321344508,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.128847,41.944051,1851,2005,YPM,gbif
3321344497,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.138602,41.948996,1851,2005,YPM,gbif
3321344280,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.151352,41.963362,1851,2005,YPM,gbif
3321344275,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.136595,41.941552,1851,2005,YPM,gbif
3321344260,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.134302,41.950996,1851,2005,YPM,gbif
3321343730,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.11978,41.94927,1851,2005,YPM,gbif
3321343607,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.112382,41.983307,1851,2005,YPM,gbif
3321343480,861d3d64-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-72.118982,41.947478,1851,2005,YPM,gbif
3111566676,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-77.9888,33.9926,201,1983,NCSM,gbif
3111566286,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-82.4326,34.7131,201,2010,NCSM,gbif
3111565453,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-79.5497,35.0638,201,2003,NCSM,gbif
3111563303,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-78.2668,34.692,201,1982,NCSM,gbif
3111562492,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-76.7027,36.144,201,1996,NCSM,gbif
3111561524,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-79.5557,35.0728,201,2003,NCSM,gbif
3111561050,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-79.5763,35.1245,201,2007,NCSM,gbif
3111560072,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-79.6215,35.2012,201,2009,NCSM,gbif
3111559875,d5fafa95-7de2-48c0-bf10-3480bcca4a2b,Pseudacris crucifer,-79.0768,35.9949,201,1992,NCSM,gbif
3058467301,832b8188-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-81.883809,29.13627,10,2021,UF,gbif
3053865348,c113d947-5dcf-4a52-aaa2-735dba1089b7,Pseudacris crucifer,-89.557229,45.496911,20,2020,NEON,gbif
3053865343,c113d947-5dcf-4a52-aaa2-735dba1089b7,Pseudacris crucifer,-90.092307,45.797373,20,2020,NEON,gbif
3051982303,832b8188-f762-11e1-a439-00145eb45e9a,Pseudacris crucifer,-82.500292,29.390125,10,2021,UF,gbif
3015243349,c113d947-5dcf-4a52-aaa2-735dba1089b7,Pseudacris crucifer,-72.198776,42.434188,20,2019,NEON,gbif
